!! YAML file for Class AA verbs

gatáa+V+SINGULAR+IMPERATIVE: gatáa
: gatáaga                          gatáa+V+IMMEDIATE+PRESENT
: gisíidaa'ahlanggang               gisíid+V+COUNTERFACTUAL+PRESENT
: gisíid'ahl                        gisíid+V+REFLEXIVE
: gisíidäseehl                      gisíid+V+FUTURE+REFLEXIVE+INTERROGATIVE
: gisíid'uu                         gisíid+V+PLURAL+IMPERATIVE
: gisíid'waa                        gisíid+V+3rd_PERSON_PLURAL+IMMEDIATE+PRESENT
: gisíid'waa                        gisíid+V+3rd_PERSON_PLURAL+INTERROGATIVE+SIMPLE+PRESENT
: gisíid'waang                      gisíid+V+3rd_PERSON_PLURAL+SIMPLE+PRESENT
: gisíid'wägan                      gisíid+V+3rd_PERSON_PLURAL+DIRECT+PAST
: gisíid'aawaa                      gisíid+V+3rd_PERSON_PLURAL+INTERROGATIVE+PAST
: gisíid'aawaan                     gisíid+V+3rd_PERSON_PLURAL+INDIRECT+PAST
: gisíid'waas                       gisíid+V+3rd_PERSON_PLURAL+RELATIVE
: gisíid'aawaas                     gisíid+V+3rd_PERSON_PLURAL+RELATIVE+EVIDENTIAL
: gisíid'waa.ang                    gisíid+V+3rd_PERSON_PLURAL+NON_FACTIVE
: gisíid'aawaa.ang                  gisíid+V+3rd_PERSON_PLURAL+PAST+NON_FACTIVE
: gisíidang'waa                     gisíid+V+3rd_PERSON_PLURAL+INTERROGATIVE+PRESENT+HABITUAL
: gisíidang'waang                   gisíid+V+3rd_PERSON_PLURAL+PRESENT+HABITUAL
: gisíidang'waa.ang                 gisíid+V+3rd_PERSON_PLURAL+PRESENT+HABITUAL+NON_FACTIVE
: gisíid'wägiinii                   gisíid+V+3rd_PERSON_PLURAL+DIRECT+PAST+HABITUAL
: gisíid'wägaangaa                  gisíid+V+3rd_PERSON_PLURAL+INTERROGATIVE+PAST+HABITUAL
: gisíid'wägaangaan                 gisíid+V+3rd_PERSON_PLURAL+INDIRECT+PAST+HABITUAL
: gisíid'waaäsaa                    gisíid+V+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+LONG
: gisíid'waaäs                      gisíid+V+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+SHORT
: gisíid'waaäsaang                  gisíid+V+3rd_PERSON_PLURAL+SIMPLE+FUTURE
: gisíid'waaäsga                    gisíid+V+3rd_PERSON_PLURAL+IMMEDIATE+FUTURE
: gisíid'waaäsaas                   gisíid+V+3rd_PERSON_PLURAL+RELATIVE+FUTURE
: gisíid'waaäsaa.ang                gisíid+V+3rd_PERSON_PLURAL+FUTURE+NON_FACTIVE
: gisíid'waa.ang ñasa'áa            gisíid+V+3rd_PERSON_PLURAL+INTERROGATIVE+NEAR+FUTURE
: gisíid'waa.ang ñasa'áang          gisíid+V+3rd_PERSON_PLURAL+NEAR+FUTURE
: gisíid'waa.ang ñasaasdláa         gisíid+V+3rd_PERSON_PLURAL+INTERROGATIVE+VERYNEAR+FUTURE
: gisíid'waa.ang ñasaasdláang       gisíid+V+3rd_PERSON_PLURAL+VERYNEAR+FUTURE
: gisíid'waa'uuj                    gisíid+V+3rd_PERSON_PLURAL+BIASED+IMMEDIATE+PRESENT
: gisíid'waa'uujang                 gisíid+V+3rd_PERSON_PLURAL+BIASED+SIMPLE+PRESENT
: gisíid'waaäsaa'uujang             gisíid+V+3rd_PERSON_PLURAL+RESIGNED_OBLIGATION
: gisíid'waa'us                     gisíid+V+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PRESENT
: gisíid'waa'ujaa                   gisíid+V+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST
: gisíid'waa'uujaangaa              gisíid+V+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST+HABITUAL
: gisíid'waaäsaa'us                 gisíid+V+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+FUTURE
: gisíid'waa'ahlanggang             gisíid+V+3rd_PERSON_PLURAL+CERTAIN+PRESENT
: gisíid'waa'ahlanggan              gisíid+V+3rd_PERSON_PLURAL+CERTAIN+PAST
: gisíid'waa'ahlanggiinii           gisíid+V+3rd_PERSON_PLURAL+CERTAIN+PAST+HABITUAL
: gisíid'waaäsaa'ahlans             gisíid+V+3rd_PERSON_PLURAL+CERTAIN+FUTURE
: gisíid'waa'ahlans                 gisíid+V+3rd_PERSON_PLURAL+CERTAIN+RELATIVE
: gisíid'aawaa'ahlang               gisíid+V+3rd_PERSON_PLURAL+INTENSIVE+PAST
: gisíid'aawaa'ahlanggaa            gisíid+V+3rd_PERSON_PLURAL+SHOULD_KEEP_ON_VERBING_FOR_A_WHILE
: gisíid'aawaa'ahlanggang           gisíid+V+3rd_PERSON_PLURAL+COUNTERFACTUAL+PRESENT
: gisíid'waa'ahl                    gisíid+V+3rd_PERSON_PLURAL+REFLEXIVE
: gisíid'waaäseehl                  gisíid+V+3rd_PERSON_PLURAL+FUTURE+REFLEXIVE+INTERROGATIVE
: gisíid'ang                        gisíid+V+NEGATIVE+SINGULAR+IMPERATIVE
: gisíid'angga                      gisíid+V+NEGATIVE+IMMEDIATE+PRESENT
: gisíid'ang                        gisíid+V+NEGATIVE+INTERROGATIVE+SIMPLE+PRESENT
: gisíid'anggang                    gisíid+V+NEGATIVE+SIMPLE+PRESENT
: gisíid'anggan                     gisíid+V+NEGATIVE+DIRECT+PAST
: gisíid'aangaa                     gisíid+V+NEGATIVE+INTERROGATIVE+PAST
: gisíid'aangaan                    gisíid+V+NEGATIVE+INDIRECT+PAST
: gisíid'ans                        gisíid+V+NEGATIVE+RELATIVE
: gisíid'aangaas                    gisíid+V+NEGATIVE+RELATIVE+EVIDENTIAL
: gisíid'angang                     gisíid+V+NEGATIVE+NON_FACTIVE
: gisíid'aangaa.ang                 gisíid+V+NEGATIVE+PAST+NON_FACTIVE
: gisíid'anggang                    gisíid+V+NEGATIVE+INTERROGATIVE+PRESENT+HABITUAL
: gisíidang'anggang                 gisíid+V+NEGATIVE+PRESENT+HABITUAL
: gisíidang'angang                  gisíid+V+NEGATIVE+PRESENT+HABITUAL+NON_FACTIVE
: gisíid'anggiinii                  gisíid+V+NEGATIVE+DIRECT+PAST+HABITUAL
: gisíid'anggaangaa                 gisíid+V+NEGATIVE+INTERROGATIVE+PAST+HABITUAL
: gisíid'anggaangaan                gisíid+V+NEGATIVE+INDIRECT+PAST+HABITUAL
: gisíid'angäsaa                    gisíid+V+NEGATIVE+INTERROGATIVE+FUTURE+LONG
: gisíid'angäs                      gisíid+V+NEGATIVE+INTERROGATIVE+FUTURE+SHORT
: gisíid'angäsaang                  gisíid+V+NEGATIVE+SIMPLE+FUTURE
: gisíid'angäsga                    gisíid+V+NEGATIVE+IMMEDIATE+FUTURE
: gisíid'angäsaas                   gisíid+V+NEGATIVE+RELATIVE+FUTURE
: gisíid'angäsaa.ang                gisíid+V+NEGATIVE+FUTURE+NON_FACTIVE
: gisíidang ñasaa'áng               gisíid+V+NEGATIVE+INTERROGATIVE+NEAR+FUTURE
: gisíidang ñasaa'ánggang           gisíid+V+NEGATIVE+NEAR+FUTURE
: gisíidang ñasaasdlä'áng           gisíid+V+NEGATIVE+INTERROGATIVE+VERYNEAR+FUTURE
: gisíidang ñasaasdlä'ánggang       gisíid+V+NEGATIVE+VERYNEAR+FUTURE
: gisíid'ang'uuj                    gisíid+V+NEGATIVE+BIASED+IMMEDIATE+PRESENT
: gisíid'ang'uujang                 gisíid+V+NEGATIVE+BIASED+SIMPLE+PRESENT
: gisíid'angäsaa'uujang             gisíid+V+NEGATIVE+RESIGNED_OBLIGATION
: gisíid'ang'us                     gisíid+V+NEGATIVE+BIASED+INTERROGATIVE+PRESENT
: gisíid'ang'ujaa                   gisíid+V+NEGATIVE+BIASED+INTERROGATIVE+PAST
: gisíid'ang'uujaangaa              gisíid+V+NEGATIVE+BIASED+INTERROGATIVE+PAST+HABITUAL
: gisíid'angäsaa'us                 gisíid+V+NEGATIVE+BIASED+INTERROGATIVE+FUTURE
: gisíid'aang'ahlanggang            gisíid+V+NEGATIVE+CERTAIN+PRESENT
: gisíid'aang'ahlanggan             gisíid+V+NEGATIVE+CERTAIN+PAST
: gisíid'aang'ahlanggiinii          gisíid+V+NEGATIVE+CERTAIN+PAST+HABITUAL
: gisíid'angäsaa'ahlans             gisíid+V+NEGATIVE+CERTAIN+FUTURE
: gisíid'aang'ahlans                gisíid+V+NEGATIVE+CERTAIN+RELATIVE
: gisíid'aangaa'ahlang              gisíid+V+NEGATIVE+INTENSIVE+PAST
: gisíid'aangaa'ahlanggaa           gisíid+V+NEGATIVE+SHOULD_KEEP_ON_VERBING_FOR_A_WHILE
: gisíid'aangaa'ahlanggang          gisíid+V+NEGATIVE+COUNTERFACTUAL+PRESENT
: gisíid'aang'ahl                   gisíid+V+NEGATIVE+REFLEXIVE
: gisíid'angäseehl                  gisíid+V+NEGATIVE+FUTURE+REFLEXIVE+INTERROGATIVE
: gisíid'ang'uu                     gisíid+V+NEGATIVE+PLURAL+IMPERATIVE
: gisíid'ang'waa                    gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+IMMEDIATE+PRESENT
: gisíid'ang'waa                    gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+SIMPLE+PRESENT
: gisíid'ang'waang                  gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+SIMPLE+PRESENT
: gisíid'ang'wägan                  gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+DIRECT+PAST
: gisíid'ang'aawaa                  gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+PAST
: gisíid'ang'aawaan                 gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+INDIRECT+PAST
: gisíid'ang'waas                   gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+RELATIVE
: gisíid'ang'aawaas                 gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+RELATIVE+EVIDENTIAL
: gisíid'ang'waa.ang                gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+NON_FACTIVE
: gisíid'ang'aawaa.ang              gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+PAST+NON_FACTIVE
: gisíidang'ang'waa                 gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+PRESENT+HABITUAL
: gisíidang'ang'waang               gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+PRESENT+HABITUAL
: gisíidang'ang'waa.ang             gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+PRESENT+HABITUAL+NON_FACTIVE
: gisíid'ang'wägiinii               gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+DIRECT+PAST+HABITUAL
: gisíid'ang'wägaangaa              gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+PAST+HABITUAL
: gisíid'ang'wägaangaan             gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+INDIRECT+PAST+HABITUAL
: gisíid'ang'waaäsaa                gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+LONG
: gisíid'ang'waaäs                  gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+SHORT
: gisíid'ang'waaäsaang              gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+SIMPLE+FUTURE
: gisíid'ang'waaäsga                gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+IMMEDIATE+FUTURE
: gisíid'ang'waaäsaas               gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+RELATIVE+FUTURE
: gisíid'ang'waaäsaa.ang            gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+FUTURE+NON_FACTIVE
: gisíid'waa.ang ñasaa'áng          gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+NEAR+FUTURE
: gisíid'waa.ang ñasaa'ánggang      gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+NEAR+FUTURE
: gisíid'waa.ang ñasaasdlä'áng      gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+VERYNEAR+FUTURE
: gisíid'waa.ang ñasaasdlä'ánggang  gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+VERYNEAR+FUTURE
: gisíid'ang'waa'uuj                gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+IMMEDIATE+PRESENT
: gisíid'ang'waa'uujang             gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+SIMPLE+PRESENT
: gisíid'ang'waaäsaa'uujang         gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+RESIGNED_OBLIGATION
: gisíid'ang'waa'us                 gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PRESENT
: gisíid'ang'waa'ujaa               gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST
: gisíid'ang'waa'uujaangaa          gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST+HABITUAL
: gisíid'ang'waaäsaa'us             gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+FUTURE
: gisíid'ang'waa'ahlanggang         gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+PRESENT
: gisíid'ang'waa'ahlanggan          gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+PAST
: gisíid'ang'waa'ahlanggiinii       gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+PAST+HABITUAL
: gisíid'ang'waaäsaa'ahlans         gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+FUTURE
: gisíid'ang'waa'ahlans             gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+RELATIVE
: gisíid'ang'aawaa'ahlang           gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+INTENSIVE+PAST
: gisíid'ang'aawaa'ahlanggaa        gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+SHOULD_KEEP_ON_VERBING_FOR_A_WHILE
: gisíid'ang'aawaa'ahlanggang       gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+COUNTERFACTUAL+PRESENT
: gisíid'ang'waa'ahl                gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+REFLEXIVE
: gisíid'ang'waaäseehl              gisíid+V+NEGATIVE+3rd_PERSON_PLURAL+FUTURE+REFLEXIVE+INTERROGATIVE

! LEXICON CLASS_IIHL_STEM_1

: níihl                            níihl+V+SINGULAR+IMPERATIVE
: níihl                            níihl+V+INTERROGATIVE+SIMPLE+PRESENT
: níihls                           níihl+V+RELATIVE
: níihläsaa                        níihl+V+INTERROGATIVE+FUTURE+LONG
: níihläs                          níihl+V+INTERROGATIVE+FUTURE+SHORT
: níihläsaang                      níihl+V+SIMPLE+FUTURE
: níihläsga                        níihl+V+IMMEDIATE+FUTURE
: níihläsaas                       níihl+V+RELATIVE+FUTURE
: níihläsaa.ang                    níihl+V+FUTURE+NON_FACTIVE
: níihl'uuj                        níihl+V+BIASED+IMMEDIATE+PRESENT
: níihl'uujang                     níihl+V+BIASED+SIMPLE+PRESENT
: níihläsaa'uujang                 níihl+V+RESIGNED_OBLIGATION
: níihl'us                         níihl+V+BIASED+INTERROGATIVE+PRESENT
: níihl'ujaa                       níihl+V+BIASED+INTERROGATIVE+PAST
: níihl'uujaangaa                  níihl+V+BIASED+INTERROGATIVE+PAST+HABITUAL
: níihläsaa'us                     níihl+V+BIASED+INTERROGATIVE+FUTURE
: níihläsaa'ahlans                 níihl+V+CERTAIN+FUTURE
: níihläseehl                      níihl+V+FUTURE+REFLEXIVE+INTERROGATIVE
: níihl'uu                         níihl+V+PLURAL+IMPERATIVE
: níihl'waa                        níihl+V+3rd_PERSON_PLURAL+IMMEDIATE+PRESENT
: níihl'waa                        níihl+V+3rd_PERSON_PLURAL+INTERROGATIVE+SIMPLE+PRESENT
: níihl'waang                      níihl+V+3rd_PERSON_PLURAL+SIMPLE+PRESENT
: níihl'wägan                      níihl+V+3rd_PERSON_PLURAL+DIRECT+PAST
: níihl'aawaa                      níihl+V+3rd_PERSON_PLURAL+INTERROGATIVE+PAST
: níihl'aawaan                     níihl+V+3rd_PERSON_PLURAL+INDIRECT+PAST
: níihl'waas                       níihl+V+3rd_PERSON_PLURAL+RELATIVE
: níihl'aawaas                     níihl+V+3rd_PERSON_PLURAL+RELATIVE+EVIDENTIAL
: níihl'waa.ang                    níihl+V+3rd_PERSON_PLURAL+NON_FACTIVE
: níihl'aawaa.ang                  níihl+V+3rd_PERSON_PLURAL+PAST+NON_FACTIVE
: níihl'wägiinii                   níihl+V+3rd_PERSON_PLURAL+DIRECT+PAST+HABITUAL
: níihl'wägaangaa                  níihl+V+3rd_PERSON_PLURAL+INTERROGATIVE+PAST+HABITUAL
: níihl'wägaangaan                 níihl+V+3rd_PERSON_PLURAL+INDIRECT+PAST+HABITUAL
: níihl'waaäsaa                    níihl+V+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+LONG
: níihl'waaäs                      níihl+V+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+SHORT
: níihl'waaäsaang                  níihl+V+3rd_PERSON_PLURAL+SIMPLE+FUTURE
: níihl'waaäsga                    níihl+V+3rd_PERSON_PLURAL+IMMEDIATE+FUTURE
: níihl'waaäsaas                   níihl+V+3rd_PERSON_PLURAL+RELATIVE+FUTURE
: níihl'waaäsaa.ang                níihl+V+3rd_PERSON_PLURAL+FUTURE+NON_FACTIVE
: níihl'waa.ang ñasa'áa            níihl+V+3rd_PERSON_PLURAL+INTERROGATIVE+NEAR+FUTURE
: níihl'waa.ang ñasa'áang          níihl+V+3rd_PERSON_PLURAL+NEAR+FUTURE
: níihl'waa.ang ñasaasdláa         níihl+V+3rd_PERSON_PLURAL+INTERROGATIVE+VERYNEAR+FUTURE
: níihl'waa.ang ñasaasdláang       níihl+V+3rd_PERSON_PLURAL+VERYNEAR+FUTURE
: níihl'waa'uuj                    níihl+V+3rd_PERSON_PLURAL+BIASED+IMMEDIATE+PRESENT
: níihl'waa'uujang                 níihl+V+3rd_PERSON_PLURAL+BIASED+SIMPLE+PRESENT
: níihl'waaäsaa'uujang             níihl+V+3rd_PERSON_PLURAL+RESIGNED_OBLIGATION
: níihl'waa'us                     níihl+V+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PRESENT
: níihl'waa'ujaa                   níihl+V+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST
: níihl'waa'uujaangaa              níihl+V+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST+HABITUAL
: níihl'waaäsaa'us                 níihl+V+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+FUTURE
: níihl'waa'ahlanggang             níihl+V+3rd_PERSON_PLURAL+CERTAIN+PRESENT
: níihl'waa'ahlanggan              níihl+V+3rd_PERSON_PLURAL+CERTAIN+PAST
: níihl'waa'ahlanggiinii           níihl+V+3rd_PERSON_PLURAL+CERTAIN+PAST+HABITUAL
: níihl'waaäsaa'ahlans             níihl+V+3rd_PERSON_PLURAL+CERTAIN+FUTURE
: níihl'waa'ahlans                 níihl+V+3rd_PERSON_PLURAL+CERTAIN+RELATIVE
: níihl'aawaa'ahlang               níihl+V+3rd_PERSON_PLURAL+INTENSIVE+PAST
: níihl'aawaa'ahlanggaa            níihl+V+3rd_PERSON_PLURAL+SHOULD_KEEP_ON_VERBING_FOR_A_WHILE
: níihl'aawaa'ahlanggang           níihl+V+3rd_PERSON_PLURAL+COUNTERFACTUAL+PRESENT
: níihl'waa'ahl                    níihl+V+3rd_PERSON_PLURAL+REFLEXIVE
: níihl'waaäseehl                  níihl+V+3rd_PERSON_PLURAL+FUTURE+REFLEXIVE+INTERROGATIVE
: níihl'ang                        níihl+V+NEGATIVE+SINGULAR+IMPERATIVE
: níihl'angga                      níihl+V+NEGATIVE+IMMEDIATE+PRESENT
: níihl'ang                        níihl+V+NEGATIVE+INTERROGATIVE+SIMPLE+PRESENT
: níihl'anggang                    níihl+V+NEGATIVE+SIMPLE+PRESENT
: níihl'anggan                     níihl+V+NEGATIVE+DIRECT+PAST
: níihl'aangaa                     níihl+V+NEGATIVE+INTERROGATIVE+PAST
: níihl'aangaan                    níihl+V+NEGATIVE+INDIRECT+PAST
: níihl'ans                        níihl+V+NEGATIVE+RELATIVE
: níihl'aangaas                    níihl+V+NEGATIVE+RELATIVE+EVIDENTIAL
: níihl'angang                     níihl+V+NEGATIVE+NON_FACTIVE
: níihl'aangaa.ang                 níihl+V+NEGATIVE+PAST+NON_FACTIVE
: níihl'anggang                    níihl+V+NEGATIVE+INTERROGATIVE+PRESENT+HABITUAL
: níihl'anggiinii                  níihl+V+NEGATIVE+DIRECT+PAST+HABITUAL
: níihl'anggaangaa                 níihl+V+NEGATIVE+INTERROGATIVE+PAST+HABITUAL
: níihl'anggaangaan                níihl+V+NEGATIVE+INDIRECT+PAST+HABITUAL
: níihl'angäsaa                    níihl+V+NEGATIVE+INTERROGATIVE+FUTURE+LONG
: níihl'angäs                      níihl+V+NEGATIVE+INTERROGATIVE+FUTURE+SHORT
: níihl'angäsaang                  níihl+V+NEGATIVE+SIMPLE+FUTURE
: níihl'angäsga                    níihl+V+NEGATIVE+IMMEDIATE+FUTURE
: níihl'angäsaas                   níihl+V+NEGATIVE+RELATIVE+FUTURE
: níihl'angäsaa.ang                níihl+V+NEGATIVE+FUTURE+NON_FACTIVE
: níihl'ang'uuj                    níihl+V+NEGATIVE+BIASED+IMMEDIATE+PRESENT
: níihl'ang'uujang                 níihl+V+NEGATIVE+BIASED+SIMPLE+PRESENT
: níihl'angäsaa'uujang             níihl+V+NEGATIVE+RESIGNED_OBLIGATION
: níihl'ang'us                     níihl+V+NEGATIVE+BIASED+INTERROGATIVE+PRESENT
: níihl'ang'ujaa                   níihl+V+NEGATIVE+BIASED+INTERROGATIVE+PAST
: níihl'ang'uujaangaa              níihl+V+NEGATIVE+BIASED+INTERROGATIVE+PAST+HABITUAL
: níihl'angäsaa'us                 níihl+V+NEGATIVE+BIASED+INTERROGATIVE+FUTURE
: níihl'aang'ahlanggang            níihl+V+NEGATIVE+CERTAIN+PRESENT
: níihl'aang'ahlanggan             níihl+V+NEGATIVE+CERTAIN+PAST
: níihl'aang'ahlanggiinii          níihl+V+NEGATIVE+CERTAIN+PAST+HABITUAL
: níihl'angäsaa'ahlans             níihl+V+NEGATIVE+CERTAIN+FUTURE
: níihl'aang'ahlans                níihl+V+NEGATIVE+CERTAIN+RELATIVE
: níihl'aangaa'ahlang              níihl+V+NEGATIVE+INTENSIVE+PAST
: níihl'aangaa'ahlanggaa           níihl+V+NEGATIVE+SHOULD_KEEP_ON_VERBING_FOR_A_WHILE
: níihl'aangaa'ahlanggang          níihl+V+NEGATIVE+COUNTERFACTUAL+PRESENT
: níihl'aang'ahl                   níihl+V+NEGATIVE+REFLEXIVE
: níihl'angäseehl                  níihl+V+NEGATIVE+FUTURE+REFLEXIVE+INTERROGATIVE
: níihl'ang'uu                     níihl+V+NEGATIVE+PLURAL+IMPERATIVE
: níihl'ang'waa                    níihl+V+NEGATIVE+3rd_PERSON_PLURAL+IMMEDIATE+PRESENT
: níihl'ang'waa                    níihl+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+SIMPLE+PRESENT
: níihl'ang'waang                  níihl+V+NEGATIVE+3rd_PERSON_PLURAL+SIMPLE+PRESENT
: níihl'ang'wägan                  níihl+V+NEGATIVE+3rd_PERSON_PLURAL+DIRECT+PAST
: níihl'ang'aawaa                  níihl+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+PAST
: níihl'ang'aawaan                 níihl+V+NEGATIVE+3rd_PERSON_PLURAL+INDIRECT+PAST
: níihl'ang'waas                   níihl+V+NEGATIVE+3rd_PERSON_PLURAL+RELATIVE
: níihl'ang'aawaas                 níihl+V+NEGATIVE+3rd_PERSON_PLURAL+RELATIVE+EVIDENTIAL
: níihl'ang'waa.ang                níihl+V+NEGATIVE+3rd_PERSON_PLURAL+NON_FACTIVE
: níihl'ang'aawaa.ang              níihl+V+NEGATIVE+3rd_PERSON_PLURAL+PAST+NON_FACTIVE
: níihl'ang'wägiinii               níihl+V+NEGATIVE+3rd_PERSON_PLURAL+DIRECT+PAST+HABITUAL
: níihl'ang'wägaangaa              níihl+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+PAST+HABITUAL
: níihl'ang'wägaangaan             níihl+V+NEGATIVE+3rd_PERSON_PLURAL+INDIRECT+PAST+HABITUAL
: níihl'ang'waaäsaa                níihl+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+LONG
: níihl'ang'waaäs                  níihl+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+SHORT
: níihl'ang'waaäsaang              níihl+V+NEGATIVE+3rd_PERSON_PLURAL+SIMPLE+FUTURE
: níihl'ang'waaäsga                níihl+V+NEGATIVE+3rd_PERSON_PLURAL+IMMEDIATE+FUTURE
: níihl'ang'waaäsaas               níihl+V+NEGATIVE+3rd_PERSON_PLURAL+RELATIVE+FUTURE
: níihl'ang'waaäsaa.ang            níihl+V+NEGATIVE+3rd_PERSON_PLURAL+FUTURE+NON_FACTIVE
: níihl'waa.ang ñasaa'áng          níihl+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+NEAR+FUTURE
: níihl'waa.ang ñasaa'ánggang      níihl+V+NEGATIVE+3rd_PERSON_PLURAL+NEAR+FUTURE
: níihl'waa.ang ñasaasdlä'áng      níihl+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+VERYNEAR+FUTURE
: níihl'waa.ang ñasaasdlä'ánggang  níihl+V+NEGATIVE+3rd_PERSON_PLURAL+VERYNEAR+FUTURE
: níihl'ang'waa'uuj                níihl+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+IMMEDIATE+PRESENT
: níihl'ang'waa'uujang             níihl+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+SIMPLE+PRESENT
: níihl'ang'waaäsaa'uujang         níihl+V+NEGATIVE+3rd_PERSON_PLURAL+RESIGNED_OBLIGATION
: níihl'ang'waa'us                 níihl+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PRESENT
: níihl'ang'waa'ujaa               níihl+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST
: níihl'ang'waa'uujaangaa          níihl+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST+HABITUAL
: níihl'ang'waaäsaa'us             níihl+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+FUTURE
: níihl'ang'waa'ahlanggang         níihl+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+PRESENT
: níihl'ang'waa'ahlanggan          níihl+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+PAST
